
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 14092
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 12886
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 12346
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 12657
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 10733
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 14407
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 12695
65 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 15974
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 12538
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 13259
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 13485
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 13271
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 13941
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 13630
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 15257
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 14088
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 14419
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 13645
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 13744
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 13559
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 13068
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 13237
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 12803
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 11367
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 11092
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 10857
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 11271
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 9770
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 12038
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 10833
65 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 12226
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 17652
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 17661
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 18411
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17465
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 17844
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 17315
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 19514
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 17332
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 17700
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 17363
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 18280
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 17243
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 17400
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 16912
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 15645
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 13586
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 12845
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 12934
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 14416
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 12120
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 14600
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 14961
65 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 14757
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 12317
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 12196
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 12305
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11390
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 11685
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 11816
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 13040
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 11528
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 11811
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 11964
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 13502
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 12927
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 12277
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 11197
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 9938
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 9175
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 9131
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 8492
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 10359
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 8083
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 10349
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 11059
65 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 11430
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 18785
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 18590
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 19770
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 19602
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 20182
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 19372
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 21247
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 19426
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 20981
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 20532
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 21573
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 21604
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 21139
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 20968
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 19705
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 17368
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 15605
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 15013
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 15564
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 13113
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 17835
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 14693
65 ani, Feminin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 19974
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 14353
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 15027
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 15412
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 15147
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 15756
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 15779
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 17308
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 16148
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 16808
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 16002
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 16474
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 16351
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 16378
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 16096
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 15383
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 13857
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 13374
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 12950
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 13329
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 11819
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 14170
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 12652
65 ani, Feminin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 15072
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 20625
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 21022
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 21581
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 20821
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 21367
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 20887
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 23787
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 20993
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 22128
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 21673
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 23127
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 21780
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 21969
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 21633
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 19665
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 17051
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 15702
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 15821
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 18040
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 15267
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 18112
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 18063
65 ani, Feminin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 18336
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 14925
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 14500
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 14556
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 13547
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 14043
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 14246
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 15900
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 13902
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 14688
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 14637
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 16570
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 15643
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 15089
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 14163
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 12462
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 11138
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 10796
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 10155
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 12488
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 9671
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 12306
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 13283
65 ani, Feminin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 13598
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 15358
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 15455
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 15885
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 16550
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 16841
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 16757
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 16683
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 18077
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 16445
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 17360
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 17212
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 17778
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 17480
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 16523
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2006, Numar persoane, 16476
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2007, Numar persoane, 15792
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2008, Numar persoane, 13712
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2009, Numar persoane, 12534
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2010, Numar persoane, 12014
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2011, Numar persoane, 12274
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2012, Numar persoane, 10413
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2013, Numar persoane, 13965
66 ani, Masculin, Total, Regiunea NORD-EST, Anul 2014, Numar persoane, 12331
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1992, Numar persoane, 11712
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1993, Numar persoane, 12122
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1994, Numar persoane, 12864
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1995, Numar persoane, 12993
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1996, Numar persoane, 12794
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1997, Numar persoane, 13429
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1998, Numar persoane, 13106
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 1999, Numar persoane, 14731
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2000, Numar persoane, 13623
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2001, Numar persoane, 13976
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2002, Numar persoane, 13186
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2003, Numar persoane, 13249
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2004, Numar persoane, 13103
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2005, Numar persoane, 12637
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2006, Numar persoane, 12827
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2007, Numar persoane, 12397
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2008, Numar persoane, 11003
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2009, Numar persoane, 10748
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2010, Numar persoane, 10509
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2011, Numar persoane, 10955
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2012, Numar persoane, 9489
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2013, Numar persoane, 11705
66 ani, Masculin, Total, Regiunea SUD-EST, Anul 2014, Numar persoane, 10541
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 17133
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 16998
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 17088
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 17746
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 16828
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 17182
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 16674
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 18853
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 16751
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 17126
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 16776
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 17666
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 16619
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 16813
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 16344
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 15154
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 13201
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 12466
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 12499
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 13949
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 11796
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 14219
66 ani, Masculin, Total, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 14537
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 11917
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 11940
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 11824
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 11882
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 10994
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 11231
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 11385
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 12586
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 11144
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 11446
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 11559
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 13038
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 12460
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 11845
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 10837
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 9622
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 8885
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 8857
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 8220
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 10063
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 7849
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 10075
66 ani, Masculin, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 10771
66 ani, Feminin, Total, Regiunea NORD-EST, Anul 1992, Numar persoane, 18198
66 ani, Feminin, Total, Regiunea NORD-EST, Anul 1993, Numar persoane, 18456
66 ani, Feminin, Total, Regiunea NORD-EST, Anul 1994, Numar persoane, 18254
66 ani, Feminin, Total, Regiunea NORD-EST, Anul 1995, Numar persoane, 19422
66 ani, Feminin, Total, Regiunea NORD-EST, Anul 1996, Numar persoane, 19261
