
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 10333
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 10328
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 10893
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 10897
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 11468
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 11260
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 11795
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 10874
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 11126
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 11246
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 11937
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 12027
75 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 12246
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 4097
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 3815
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 4074
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 7832
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 8073
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 9488
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 9391
75 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 9555
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 9723
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 9702
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 9722
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 9623
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 9988
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 10041
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 10746
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 10272
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 10559
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 9982
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 10084
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 10093
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 10942
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 11050
75 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 11028
75 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 3098
75 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 2818
75 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 3251
75 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 6943
75 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 7691
75 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 8064
75 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 8496
75 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 8103
75 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 7782
75 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 7901
75 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 8184
75 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 8036
75 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 8472
75 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 8557
75 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 8934
75 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 8351
75 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 8671
75 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 8066
75 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 8088
75 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 8086
75 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 9091
75 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 9186
75 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 9235
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 3887
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 2967
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 2642
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 2894
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 5640
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 5299
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 6416
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 6766
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 6498
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 6659
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 6392
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 6496
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 6462
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 6810
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 7026
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 7205
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 6926
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 7495
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 6734
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 6869
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 6925
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 7167
76 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 7151
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 3475
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 2838
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 2355
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 2460
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 4604
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 4664
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 5379
76 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 5563
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 5845
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 6132
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 5948
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 6294
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 6239
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 6293
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 6415
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 6649
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 6645
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 6939
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 6392
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 6317
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 6562
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 6964
76 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 7052
76 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 2872
76 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 1889
76 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 1710
76 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 1837
76 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 3861
76 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 4137
76 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 4367
76 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 4670
76 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 4509
76 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 4703
76 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 4745
76 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 4931
76 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 4954
76 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 5107
76 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 5103
76 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 5297
76 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 5158
76 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 5431
76 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 4950
76 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 5040
76 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 4927
76 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 5420
76 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 5572
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 5598
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 4124
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 3976
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 4318
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 8394
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 8823
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 9683
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 10296
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 9573
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 9890
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 9661
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 9754
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 9737
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 10282
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 10327
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 10935
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 10697
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 11270
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 10403
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 10641
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 10825
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 11407
76 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 11561
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 5221
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 3866
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 3600
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 3844
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 7401
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 7656
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 8992
76 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 8902
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 9077
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 9255
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 9239
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 9255
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 9164
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 9543
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 9630
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 10251
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 9829
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 10137
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 9584
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 9711
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 9737
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 10545
76 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 10680
76 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 4366
76 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 2877
76 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 2617
76 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 3031
76 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 6509
76 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 7167
76 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 7599
76 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 8025
76 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 7614
76 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 7361
76 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 7463
76 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 7752
76 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 7601
76 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 8007
76 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 8095
76 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 8472
76 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 7934
76 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 8307
76 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 7695
76 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 7748
76 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 7727
76 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 8723
76 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 8839
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 5215
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 3481
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 2691
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 2388
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 2633
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 5125
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 4806
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 5830
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 6171
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 5963
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 6119
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 5816
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 5937
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 5881
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 6275
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 6419
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 6678
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 6433
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 6925
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 6297
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 6396
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 6444
77 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 6713
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 4947
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 3167
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 2600
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 2181
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 2233
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 4190
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 4273
77 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 4962
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 5135
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 5425
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 5662
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 5470
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 5809
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 5762
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 5804
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 5931
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 6215
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 6218
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 6452
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 5942
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 5900
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 6140
77 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 6504
77 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 3799
77 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 2622
77 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 1708
77 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 1549
77 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 1673
77 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 3496
77 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 3713
77 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 3940
77 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 4245
77 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 4160
77 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 4296
77 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 4313
77 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 4542
77 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 4537
77 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 4693
77 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 4722
77 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 4900
77 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 4744
77 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 5038
77 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 4611
77 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 4674
77 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 4589
77 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 5031
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 7669
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 5163
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 3817
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 3681
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 4001
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 7816
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 8182
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 8997
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 9601
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 8917
77 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 9257
