
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
48 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 16350
48 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 15638
48 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 14195
48 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 13247
48 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 12681
48 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 11914
48 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 11948
48 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 11703
48 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11463
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 15827
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 14381
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 16501
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 14847
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 17158
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 16968
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 17198
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 18187
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 19799
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 19420
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19508
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 18795
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 19972
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 21353
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 20612
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 20397
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 19427
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 18932
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 18116
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 17370
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 16335
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 16844
49 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16980
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14440
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 13366
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14644
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 12903
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14912
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14695
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 15877
49 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 18481
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 18887
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 18806
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 19425
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 19649
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 20223
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 21156
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 20231
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 19554
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 18433
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 17253
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 16435
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 15644
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 15051
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 14970
49 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 14559
49 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 10805
49 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 9811
49 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 11065
49 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10097
49 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 12671
49 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 13193
49 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 13885
49 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 15153
49 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 15109
49 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 14335
49 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 14447
49 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14418
49 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 15781
49 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 16613
49 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 15781
49 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 15077
49 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 14599
49 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 13798
49 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 13684
49 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 12742
49 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 11810
49 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 11973
49 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11635
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 16418
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 15001
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 17122
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 15550
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 17590
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 17194
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 17461
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 19027
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 20218
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 19916
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19975
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 19403
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 20506
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 21832
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 20905
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 20767
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 19824
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 19172
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 18248
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 17530
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 16697
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 16683
49 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16738
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14257
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 13224
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 14559
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 12624
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 14652
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14427
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 15306
49 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 18024
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 18471
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 18552
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 19083
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 19144
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 20382
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 21810
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 21134
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 20335
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 19408
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 17920
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 17089
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 16190
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 15582
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 15472
49 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 14795
49 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 11076
49 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 10051
49 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 11227
49 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 10291
49 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 12994
49 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 13680
49 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 14100
49 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 15270
49 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 15547
49 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 15068
49 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 15049
49 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 14792
49 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 16583
49 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 17391
49 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 16575
49 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 16286
49 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 15570
49 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 14155
49 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 13181
49 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 12654
49 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 11891
49 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 11912
49 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 11673
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 83244
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 81006
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 77451
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 76263
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 74541
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 74952
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 76118
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 78938
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 80817
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 85723
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 88059
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 90431
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 91961
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 93629
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 95343
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 96673
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 97742
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 98349
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 97384
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 94323
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 91310
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 87480
50-54 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 85164
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 74859
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 72874
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 70273
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 68936
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 67120
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 67187
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 67429
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 69980
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 73957
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 79990
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 83864
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 88337
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 91920
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 93659
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 95942
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 97312
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 97481
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 96368
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 93482
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 88961
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 84680
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 80422
50-54 ani, Masculin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 77267
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1992, Numar persoane, 64078
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1993, Numar persoane, 60641
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1994, Numar persoane, 56182
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1995, Numar persoane, 53487
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1996, Numar persoane, 50937
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1997, Numar persoane, 51716
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1998, Numar persoane, 54135
50-54 ani, Masculin, Total, Regiunea VEST, Anul 1999, Numar persoane, 58199
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2000, Numar persoane, 62317
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2001, Numar persoane, 67167
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2002, Numar persoane, 68874
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2003, Numar persoane, 70118
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2004, Numar persoane, 70680
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2005, Numar persoane, 71447
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2006, Numar persoane, 73073
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2007, Numar persoane, 74474
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2008, Numar persoane, 75197
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2009, Numar persoane, 75431
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2010, Numar persoane, 73574
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2011, Numar persoane, 70805
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2012, Numar persoane, 67874
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2013, Numar persoane, 64744
50-54 ani, Masculin, Total, Regiunea VEST, Anul 2014, Numar persoane, 62224
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 88042
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 85876
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 82264
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 81007
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 79681
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 79981
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 80752
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 83244
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 85246
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 89969
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 92197
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 94950
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 96855
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 98303
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 99987
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 101086
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 101983
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 102477
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 101158
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 97711
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 94417
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 90453
50-54 ani, Feminin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 87345
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 76204
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 74119
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 71465
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 70118
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 68151
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 68003
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 68241
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 70322
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 73799
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 79668
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 83592
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 88176
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 91944
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 94266
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 97551
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 100063
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 101289
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 101616
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 99178
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 94703
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 89858
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 85211
50-54 ani, Feminin, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 81393
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1992, Numar persoane, 66323
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1993, Numar persoane, 63004
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1994, Numar persoane, 58867
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1995, Numar persoane, 56031
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1996, Numar persoane, 53574
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1997, Numar persoane, 54365
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1998, Numar persoane, 57082
50-54 ani, Feminin, Total, Regiunea VEST, Anul 1999, Numar persoane, 61125
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2000, Numar persoane, 65087
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2001, Numar persoane, 70242
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2002, Numar persoane, 72430
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2003, Numar persoane, 73780
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2004, Numar persoane, 74532
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2005, Numar persoane, 75854
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2006, Numar persoane, 77691
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2007, Numar persoane, 79173
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2008, Numar persoane, 80485
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2009, Numar persoane, 81314
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2010, Numar persoane, 78937
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2011, Numar persoane, 74745
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2012, Numar persoane, 70870
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2013, Numar persoane, 66558
50-54 ani, Feminin, Total, Regiunea VEST, Anul 2014, Numar persoane, 62952
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1992, Numar persoane, 16516
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1993, Numar persoane, 15576
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1994, Numar persoane, 14157
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1995, Numar persoane, 16264
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1996, Numar persoane, 14625
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1997, Numar persoane, 16900
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1998, Numar persoane, 16725
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 1999, Numar persoane, 16984
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2000, Numar persoane, 17969
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2001, Numar persoane, 19563
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2002, Numar persoane, 19178
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2003, Numar persoane, 19272
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2004, Numar persoane, 18595
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2005, Numar persoane, 19741
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2006, Numar persoane, 21135
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2007, Numar persoane, 20415
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2008, Numar persoane, 20206
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2009, Numar persoane, 19242
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2010, Numar persoane, 18752
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2011, Numar persoane, 17955
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2012, Numar persoane, 17229
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2013, Numar persoane, 16211
50 ani, Masculin, Total, Regiunea NORD-VEST, Anul 2014, Numar persoane, 16698
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1992, Numar persoane, 14751
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1993, Numar persoane, 14243
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1994, Numar persoane, 13197
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1995, Numar persoane, 14454
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1996, Numar persoane, 12685
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14702
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 14507
50 ani, Masculin, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 15689
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 18269
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 18681
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 18605
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 19230
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 19422
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 20024
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 20937
50 ani, Masculin, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 20037
